nombre,nombre_corto,rol,dialogo,num_debate
JOSÉ ANTONIO MEADE,Meade,Candidato,"Lo que nosotros hemos planteado es que el tema de la burocracia debe ser un problema del gobierno. El tema de la gente debe ser saber que se puede atender en donde quiera. Tenemos tres grandes sistemas: el seguro popular, el IMSS y el ISSSTE. Y uno de los ejes centrales de nuestra propuesta es que pueda uno ir indistintamente al Seguro Popular, al IMSS o al ISSSTE, y que atrás, ya desde el punto de vista burocrático, nosotros nos hagamos cargo de ver cómo compensamos a los tres sistemas. El planteamiento implica que toda las clínicas y todos los hospitales estén 100% equipados, que todos tengan el 100% de medicinas y que todos funcionen las 24 horas, incluidos los fines de semana, para que tengamos esa atención cercana, para que abatamos ese gasto de bolsillo que se hace hoy en salud y para que tengamos un sistema ágil que funcione y que le dé respuesta a los mexicanos.",3
LEONARDO CURZIO,NA,Moderador,¿Es hay que pagarlo con impuestos generales o con cuotas?,3
JOSÉ ANTONIO MEADE,Meade,Candidato,eso implica solamente una mejor administración de los tres sistemas y una compensación del gobierno entre los sistemas para generar esa eficiencia. Implica compras consolidadas que sean obligatorias para todos en el sistema.,3
LEONARDO CURZIO,NA,Moderador,"En los dos últimos años, candidato Meade, se ha recortado el gasto en la salud, ¿cuánto habría que gastar para que el sistema funcionará de manera óptima, al 100 como propone usted?",3
JOSÉ ANTONIO MEADE,Meade,Candidato,"El recorte se hizo porque teníamos recursos en un fondo para gastos catastróficos de salud, eso quiere decir que de hecho, en el día a día, ni la atención ni el despliegue de los programas se afectó. Lo que tendríamos que hacer, aquí sí, es una mejor gestión de los recursos. Hemos visto cómo en el IMSSS a nivel federal se resuelve el problema de abasto de medicinas. Todos ustedes que van al IMSS, y si no tienen hoy las medicinas se les da un vale para que las puedan comprar en la farmacia que quieran, eso quiere decir que en todo el sistema, el IMSS, el ISSSTE y el Seguro Popular, vamos a poder lograr que el 100% del tiempo ahí estén las medicinas y que podamos atenderlos, inclusive los fines de semana, para que no tengamos tiempos de espera.",3
LEONARDO CURZIO,NA,Moderador,"Candidato Meade si un australiano, 100 australianos llegaran a un hospital con una afección cardíaca, el 7% moriría, en el caso de México el porcentaje se va hasta el 25%, o sea tres veces más posibilidades de morir, o sea el sistema no está funcionando, usted propone un Instituto Nacional para la Calidad de los Servicios de Salud, ¿para qué serviría?",3
JOSÉ ANTONIO MEADE,Meade,Candidato,"Serviría para hacer modificaciones como una muy interesante que se hizo en el IMSS, en el IMSS lo que se modificó fue, no la parte médica, sino la parte del procedimiento, en el IMSS se dieron cuenta que las afecciones cárdiacas lo más importante era llevar al doctor lo más rápido posible, llevar al paciente lo más rápido posible frente al doctor, se hizo un códido que se llamaba Código Infarto que basicamente implicaba que hubiera una gente pendiente, en todas las áreas de urgencias y de tomar al paciente de la mano y ponerlo frente al doctor, ese cambio por sí mismo implico una reducción en la mortalidad del 50%, en donde se instrumento un instituto de este tipo, lo que permitiría es identificar esas innovaciones y mejorarlas.",3
LEONARDO CURZIO,NA,Moderador,"Candidato Meade, habla usted también usted de un piso mínimo y una política social personalizada, digamos ubicada, me recuerda un poco por lo que hicieron en  cuando hablas de eso ¿hay capacidad para gestionar eso en un país de ciento y pico de millones?",3
JOSÉ ANTONIO MEADE,Meade,Candidato,"Hay capacidad tecnológica de hacerlo y el Seguro Popular es un buen ejemplo, el Seguro Popular que Andrés Manuel ha calificado de ser ni seguro, ni popular y que plantea desaparecer, hoy atiende a 53 millones de mexicanos, lo hace de manera personalizada, lo podemos hacer mejor.",3
RICARDO ANAYA,Anaya,Candidato,Y lo vamos a resolver en mi gobierno.,3
LEONARDO CURZIO,NA,Moderador,Y es también un botín de los gobernadores ¿cómo propondría usted?,3
JOSÉ ANTONIO MEADE,Meade,Candidato,"Y por eso hay que hacer lo mismo que hacemos en el IMSS y lo que hicimos en educación, centralizar ese gasto para asegurar que se haga con eficiencia.",3
GABRIELA WARKENTIN,NA,Moderador,Candidato Ricardo Anaya en temas de salud le preguntan directamente.,3
RICARDO ANAYA,Anaya,Candidato,Para alusiones personales le puedo contestar y después.,3
GABRIELA WARKENTIN,NA,Moderador,"Puede contestar por supuesto, no si quiere contestar, si quiere aprovechar el tiempo.",3
RICARDO ANAYA,Anaya,Candidato,El tiempo en el que estamos.,3
GABRIELA WARKENTIN,NA,Moderador,Adelante.,3
RICARDO ANAYA,Anaya,Candidato,"En el tiempo en el que estamos, pediría que no fuera de 30 segundos.",3
GABRIELA WARKENTIN,NA,Moderador,"Es réplica, es en el tiempo en el que estamos, vamos en el tiempo en el que estamos usted el tiempo en el que estamos para lo que usted quiera, así que les pedimos que pongan el tiempo que corre para la pregunta",3
RICARDO ANAYA,Anaya,Candidato,Exactamente.,3
GABRIELA WARKENTIN,NA,Moderador,"Bueno, adelante.",3
RICARDO ANAYA,Anaya,Candidato,"Haber primero José Antonio aquí está la sentencia que contradice las acusaciones que estás diciendo en mi contra, segundo este decreto que contiene tu firma te implica a ti directamente en el último gran escándalo de corrupción de Odebrecht, yo si quiero que la gente sepa porque me han atacado tanto y porque ha habido tanta guerra sucia, porque he dicho con toda claridad que cuando yo sea presidente sí los voy a llevar ante la justicia, lo digo con absoluta serenidad pero también con firmeza, no van a quedar sin castigo casos como Ayotzinapa, la Casa Blanca, Odebrecht, ""La Estafa Maestra"". Tú José Antonio, y tu jefe Enrique Peña Nieto van a enfrentar la justicia cuando yo sea presidente de México porque eso es lo correcto, entiendo que se pusieron de acuerdo con López Obrador que ya los perdonó, pero la justicia se tiene que hacer en nuestro país, es lo correcto, lo he dicho de cara a la nación.",3
GABRIELA WARKENTIN,NA,Moderador,"Candidato podemos ahora si hablar del tema de salud que a la gente que nos está viendo le preocupa muchísimo, el tema de la salud, haber usted ha hablado de crear un expediente clínico electrónico, ¿por qué ahora sí?, entiendo que incluso en el Legislativo tránsito en su momento, ¿por que ahora sí y cómo lo piensa hacer?",3
RICARDO ANAYA,Anaya,Candidato,"Justamente, el Expediente Clínico Electrónico es el paso previo a la convergencia, para que la gente pueda eventualmente ir de manera indistinta a un hospital general, al ISSSTE, al Seguro Social y atenderse de mejor manera. Hay dos cosas que son clave primero, la atención, más allá del discurso de los políticos de siempre, la realidad es que la gente va a la clínica, al centro de salud, al hospital, no hay medicinas suficientes, la gente que nos ve lo sabe, no hay médicos suficientes, no se diga en fin de semana, por las noches, lo primero que tenemos que garantizar son médicos, enfermeras y medicinas en todas las clínicas y centros de saud del país. Y lo segundo, Gaby la prevención, porque hoy la gente se está enfermando de enfermedades crónico-degenerativas, que no son contagiosas, , que acompañan periodos muy largos de la vida, diabetes, hipertensión, cáncer y éstas enfermedades las necesitamos prevenir cómo, alimentación adecuada, deporte, necesitamos promover el deporte desde la primaria, generar buenos hábitos y por supuesto, consulta preventiva, lo que se conoce como la consulta de sanos, que no vayamos al médico cuando ya estemos enfermos.",3
GABRIELA WARKENTIN,NA,Moderador,"Claro y en ese sentido candidato, otra pregunta que le hacen si usted está a favor de integrar los temas de salud en uno solo y sí porque sí y si no por qué y cómo.",3
RICARDO ANAYA,Anaya,Candidato,"Estoy absolutamente de acuerdo, es algo que no se puede hacer de manera inmediata, el expediente clínico electrónico es justamente el paso previo, pero hacia allá debemos de ir como hacia compartir la infraestructura de los distintos sistemas como porque hoy lo que sucede es que mientras un hospital está completamente saturado tenemos un hospital con...",3
GABRIELA WARKENTIN,NA,Moderador,"Y ese es horizonte, su horizonte.",3
RICARDO ANAYA,Anaya,Candidato,Hacia allá tenemos que avanzar y lo vamos a hacer a lo largo del sexenio.,3
GABRIELA WARKENTIN,NA,Moderador,Integrar significa ¿deshacer los qué son y hacer uno solo o mantener los que son e integrarlos tecnológicamente?,3
RICARDO ANAYA,Anaya,Candidato,"Técnicamente es mejor mantenerlos si no se haría un sistema demasiado grande, pero que haya convergencia, es decir, que la persona pueda acudir de manera indistinta a uno otro cuando ya estén plenamente integrados.",3
GABRIELA WARKENTIN,NA,Moderador,"Y los recursos para ello, que tendríamos que revisar también por dónde van",3
RICARDO ANAYA,Anaya,Candidato,Por supuesto.,3
GABRIELA WARKENTIN,NA,Moderador,Gracias candidato.,3
LEONARDO CURZIO,NA,Moderador,Bueno y seguimos candidato Rodríguez Calderón.,3
GABRIELA WARKENTIN,NA,Moderador,"Ah, perdón, hay una, perdón, una réplica al candidato Meade.",3
JOSÉ ANTONIO MEADE,Meade,Candidato,"Una réplica para alusiones, esa sentencia que presume Ricardo es del tribunal electoral, como ustedes saben, el tribunal electoral no tiene competencia en temas penales, esa sentencia en lo penal le va a llegar, le va a llegar acusatoria. Y en el tema de Odebrecht la pregunta no debería ser para mí Ricardo, debería ser para Andrés Manuel, porque el socio de Odebrecht en México es la familia de Jiménez Espriú, A quién Andrés Manuel ha propuesto como su secretario de Comunicaciones y Transportes, por cierto, no va a llegar porque no va a ganar.",3
GABRIELA WARKENTIN,NA,Moderador,"Gracias, Gracias candidato, alguna otra réplica que quisieran usar en su tiempo, Leonardo vas.",3
LEONARDO CURZIO,NA,Moderador,"Bueno pues vamos ahora con usted candidato Rodríguez Calderón, aquí están los objetivos de desarrollo sostenible, el compromiso de nuestro país y entre otras cosas nos plantean, universalizar el acceso a servicios de salud sexual y reproductiva de todas las mujeres, ayer la ONU les pidió a todos ustedes por cierto si se comprometían a garantizarlo, ¿qué me dice?",3
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Nos comprometemos evidentemente y creo que aquí hay, un término que yo le llamó burocracia, que no ha podido ser posible en México, porque quienes gobiernan el país pone al que fue diputado o alcalde de secretario de salud; a quiénes ponen de políticos a dirigir los sistemas de salud , cuando tienes que poner a los expertos ¿no?, coincides con José Antonio y Anaya en el sentido de que tenemos que universalizar que todo el mexicano tenga derecho a la salud, pero no desde el punto de vista decreto, si no que tenga la atención de la salud en cualquier hospital y que el Estado evidentemente tenga la condición financiera para hacerlo. Imagínate por ejemplo en el tema obesidad infantil, recaudamos cerca de 50 mil millones de pesos del impuesto a productos de alto valor calórico y no le invertimos casi nada a la…",3
LEONARDO CURZIO,NA,Moderador,¿Usted mantendría ese impuesto?,3
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Claro, pero invirtiéndole el mayor número posible al tema de la prevención y de la cura de la obesidad infantil para que no tengamos problemas de diabetes.",3
LEONARDO CURZIO,NA,Moderador,"Déjeme seguir con la agenda global, nos hemos comprometido también a reducir los accidentes de tráfico para el 2020 a la mitad ¿tiene usted un plan para ello?",3
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Es facultad de los presidentes municipales, esa es la constitución nuestra, que es una constitución que ya no sirve, que ya no funciona, que le da facultades a todo mundo y nadie las cumple, tenemos que trabajar en ese sentido de modificar la Constitución para que exista una condición de que el tema de… por ejemplo los accidentes de tránsito que existen en los municipios se deben mucho por la bebida alcohólica, por la drogadicción, por la falta de vialidades en muchos casos y evidentemente la rectoría de la federación en ese sentido está imposibilitada. Entonces aquí lo que tenemos que hacer es modificar esto y tener acciones de salud pública, el tema de muerte de tráfico, desde un accidente, un tema de salud pública, de prevención y que el estado mexicano tenga que trabajar mucho en ese sentido.",3
LEONARDO CURZIO,NA,Moderador,"Tenemos dos años para cumplir lo, le preguntó usted ha propuesto en un debate anterior cortar la mano de los funcionarios corruptos, ¿planea usted crear un sistema de verdugo nacional o lo va a plantear esto en el código, en el cuadro básico de medicina o sé lo va a plantear a los privados, o sea qué va a hacer con los `amputadores nacionales`?",3
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Mira, hay una condición que presentamos una iniciativa, dependerá de los diputados de los tres personajes que aquí ves, sí se atreven a tranquilizar a México.",3
LEONARDO CURZIO,NA,Moderador,"¿Y quién va a cortar la mano, va a ir uno al tribunal, o va a ir uno al IMSS o al ISSSTE?",3
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"El tribunal ya existe, va a haber una posibilidad de nuestra siguiente iniciativa en ese sentido para eso.",3
LEONARDO CURZIO,NA,Moderador,Y si lo demandan por ejemplo porque no se hizo asépticamente la mochada.,3
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,Prefiero que lo demanden y que no se siga desangrando este país.,3
LEONARDO CURZIO,NA,Moderador,"Bueno entonces lo dejamos ahí.,¿ Qué programa o en qué consisten estos programas que usted plantea de prevención de drogas para atender a los más jóvenes candidato?",3
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Primero tenemos que hacer un inventario quién consume droga, he recorrido el país y el preguntado cuántos conocen a alguien que consume droga y todo mundo levanta la mano, pero cuando yo pregunto cuántos de ustedes los presentes consume droga como todo mundo se agarra la mano para no levantarla, tenemos que saber la realidad, quienes consumen droga y cuál es la razón por la que consumen droga y en ese sentido hacer los programas de prevención, no podemos en cierta medida hablar de la generalidad de este problema en el país, hay cierto, un alto consumo de drogas que genera violencia y maldad, pero tenemos que saber la precisión y para esto yo propongo esto como evidentemente hacer un inventario nacional de quién consume droga.",3
LEONARDO CURZIO,NA,Moderador,¿Se ha hecho usted un chequeo en una clínica pública?,3
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Sí, sí, claro.",3
LEONARDO CURZIO,NA,Moderador,¿Cuándo fue la última vez que lo hizo?,3
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Me lo hice hace casi 6 meses, fui al Hospital Universitario de Nuevo León.",3
LEONARDO CURZIO,NA,Moderador,Muchas gracias candidato.,3
CARLOS PUIG,NA,Moderador,"Candidato López Obrador, leí, ley el programa de Morena salud del equipo del doctor Alcocer y lo leí después de que nos habían llegado preguntas que repetían instituciones públicas, medicina y obesidad, y me encontré que usted propone garantizar a toda la población el acceso oportuno y gratuito a los servicios de medicamentos necesarios, usted quiere fortalecer y ampliar el sistema público; usted quiere rehabilitar y construir nuevas unidades médicas con recursos físicos.Pero también el doctor Alcocer dice en su propuesta que para eso necesita un punto del PIB, que hoy son 233 mil millones de pesos, antes de que me conteste de que se va acabar la corrupción, nada más quiero hacerle algunas cuentas que son becas para jóvenes, más doblar adultos mayores, más infraestructura un gran Plan de infraestructura para el sur que ha propuesto, más refinería por lo menos la de Tabasco, acaba de subirle un poquito a ciencia hace unos minutos en este debate, y hizo una cuenta al principio de este debate en donde puso entre ahorros y corrupción y todo eso como en 750, pues sólo para jalón necesita 233 mil y usted no quiere aumentar impuestos. Entonces creo que sí es hora de preguntarle de donde, ¿de dónde va a salir el dinero para cumplir esta promesa del doctor Alcocer, premio Nacional de ciencia?",3
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"Es un proceso qué se tiene que ir hacia ese objetivo, tenemos que ahorrar. Yo insisto de que el principal problema del país es la corrupción sostengo en esta materia que si se evita la corrupción en la compra de medicamentos con el mismo presupuesto alcanza para entregar medicamentos gratuitos a todo el pueblo de México, Ese es mi planteamiento.",3
CARLOS PUIG,NA,Moderador,A todo el pueblo de México.,3
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"A todo el pueblo de México, sí, se gasta muchísimo en la compra de medicamentos, porque se compran los medicamentos muy caros, se roban el dinero de los medicamentos, eso que llaman Seguro Popular, ni seguro ni es popular.",3
CARLOS PUIG,NA,Moderador,¿Cómo?,3
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"Sí, sí, lo sostengo o sea, ni es seguro, ni es popular, porque en los centros de salud vamos a mejorar el sistema de salud pública, en los centros...",3
CARLOS PUIG,NA,Moderador,"O sea, va a seguir existiendo el Seguro Popular, quien no esté afiliado al Seguro Popular que le va a pasar.",3
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"Claro, claro.",3
CARLOS PUIG,NA,Moderador,Si usted gana que le va a pasar el primero de diciembre.,3
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"No, va a tener el mejor servicio, lo que pasa ahora es una simulación, dicen cómo se atiende el 50% de la población en el Seguro Popular, en los centros de salud yo recorro todo el país, no hay medicamentos, se roban el dinero de los medicamentos.",3
CARLOS PUIG,NA,Moderador,Es cierto eso.,3
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"Entonces con el mismo presupuesto como una caja para la diabetes, una caja de pastillas para la diabetes que cuesta en laboratorio, cuando mucho 15 pesos, la compra el gobierno en 150 pesos.",3
CARLOS PUIG,NA,Moderador,"Pero el doctor Alcocer dice que necesita un punto más, no soy yo el que se lo digo, el doctor Alcocer evidentemente no está de acuerdo con lo que usted dice y para esto necesita 200 millones de pesos…",3
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"Y yo no descartó esa posibilidad, porque hace falta la atención a la salud y lo vamos a lograr, nada más que es un proceso, primero vamos a ordenar. Mira, otro tema que tiene que ver con la corrupción, recorro el país, ya hice un inventario, ahí 35 hospitales abandonados.",3
CARLOS PUIG,NA,Moderador,¿Que no tienen?,3
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"Se invirtió, mejor dicho se gastó porque no fue inversión fue un gasto, por la corrupción. Te voy a dar un ejemplo, claro, yo fui Jefe de Gobierno de la Ciudad, construí un hospital, el hospital Belisario Domínguez en Iztapalapa, costó 350 millones de pesos, 150 camas, 350 millones de pesos 150 camas; en Zumpango, Estado de México, construyeron un hospital de 150 camas cobraron 7 mil millones de pesos, estoy hablando de 20 veces más, ¿quién construyó ese hospital?",3
CARLOS PUIG,NA,Moderador,"Se acabó su tiempo, ahora tendrá tiempo para réplica porque seguro tendremos réplicas, ¿no tenemos réplicas en este tema?",3
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Creo que hay solución para el tema de hacer inversiones importantes pero también podemos involucrar a los hospitales privados que tienen una cobertura amplia y una enorme tecnología, una enorme capacidad y aquí podemos inclusive atender a todo mundo, es importante que todo mundo sea atendido pero no solamente en el tema de salud pública, de infraestructura pública, también privada la podemos involucrar.",3
CARLOS PUIG,NA,Moderador,"Gracias, candidato Rodríguez Calderón. Candidato Meade.",3
JOSÉ ANTONIO MEADE,Meade,Candidato,"Mira, yo iba a usar la réplica para decirles que mientras les quiere quitar el Seguro Popular se trae a su doctor de Miami para que lo revise cada 15 días pero voy a usar nada más para hacerle cuentas porque solo hay que aprender a contar hasta cinco . El presupuesto tiene 5 millones de millones de pesos, 1.5 se lo damos a los estados y municipios en aportaciones, 1.5 costo financiero a deuda y pensiones, uno IMSS, ISSSTE, Seguro Social y Pemex, uno Gobierno federal, no hay manera, no le salen las cuentas.",3
CARLOS PUIG,NA,Moderador,"Gracias, candidato Meade, ¿alguna otra réplica? Candidato Anaya, por favor.",3
RICARDO ANAYA,Anaya,Candidato,"Prácticamente todos tenemos un amigo cercano, un familiar que padece diabetes en nuestro país, somos uno de los países del mundo con más personas con este padecimiento y por eso yo propongo un programa específico, un programa especial de atención a las personas con diabetes, esto implica médicos y enfermeras bien capacitados; y segundo, todos los medicamentos necesarios por supuesto empezando por la insulina.",3
CARLOS PUIG,NA,Moderador,"Gracias, candidato Anaya. Si alguien tiene alguna réplica más. Candidato Rodríguez Calderón.",3
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"La mayoría de los centros de salud del país que no están en las zonas metropolitanas son atendidos por pasantes de medicina que les dan 2 mil 500 pesos mensuales, Nuevo León les damos 10 mil, vamos a cuadruplicar ese apoyo a todos ellos y se puede con los recursos de los estados, nosotros lo hacemos con los cursos de Nuevo León no con recursos federales, es cuestión de coordinarse con quienes gobiernan los estados.",3
CARLOS PUIG,NA,Moderador,"Muchísimas gracias. Tiene usted dos réplicas, Candidato.",3
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"Si se termina con la corrupción insisto, y si hay un plan de austeridad republicana va alcanzar el presupuesto, vamos a bajar los sueldos de los de arriba porque vamos a aumentar los sueldos de los de abajo, van a ganar más, los maestros, las enfermeras, los médicos. No vamos a gastar en lujos, vamos a vender toda la flotilla de aviones, de helicópteros del gobierno, a Meade le tocó comprar.",3
CARLOS PUIG,NA,Moderador,"Muchas gracias, Candidato, se tomó su tiempo, ¿queda alguna réplica? De hecho usted ya no tiene réplicas candidato Rodríguez. ",3
RICARDO ANAYA,Anaya,Candidato,"Yo tengo una y sí la quiero usar. Bueno, primero contestarle a José Antonio que es falso lo que dijo hace rato, la sentencia es de un juzgado de distrito y el tribunal colegiado de circuito, estas muy mal informado; y lo segundo, mira José Antonio, con todo esto que han invertido en noticias falsas tú y el gobierno en atacarme a la mejor logren convencer a la gente, quizá al final de la película quedan que tú y Peña Nieto son los buenos y yo soy el malo pero que te quede bien claro, si no los logran convencer ellos el Presidente ustedes van enfrentar la justicia porque eso es lo correcto.",3
CARLOS PUIG,NA,Moderador,"Tiempo, Candidato, sólo les quedarían a réplica al candidato López Obrador.",3
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"Sí, mira, este es el verdadero pacto Anaya-Peña.",3
RICARDO ANAYA,Anaya,Candidato,"Aquí hay fotos tuyas con Peña, mira.",3
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"Mira, sí, en el debate.",3
RICARDO ANAYA,Anaya,Candidato,"Este es López Obrador con Peña, mira.",3
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"En el debate, yo no lo he visto a Peña en seis años, ¿puedo terminar?",3
CARLOS PUIG,NA,Moderador,"Candidato Anaya, es tiempo de réplica del candidato López Obrador.",3
RICARDO ANAYA,Anaya,Candidato,Es que él también se toma fotos con Peña y el pactó con Peña,3
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,No lo he visto en seis años.,3
RICARDO ANAYA,Anaya,Candidato,¿Pactaste con él sí o no?,3
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,No.,3
CARLOS PUIG,NA,Moderador,"Candidato Anaya, es tiempo de réplica del candidato López Obrador.",3
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"No, no he pactado con él, no lo he visto en seis años y tú te has reunido con él, nada más en un año te reuniste…",3
RICARDO ANAYA,Anaya,Candidato,Y le ofreciste impunidad.,3
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,¿Me dejan?,3
CARLOS PUIG,NA,Moderador,Tiempo.,3
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"En un año se reunió seis veces, ahora se peleó, quiero meterlo a la cárcel, ¿sabes qué? Este, yo, no es mi fuerte la venganza, justicia no venganza, ni a ti te voy a meter a la cárcel.",3
JOSÉ ANTONIO MEADE,Meade,Candidato,Pero él si lavó dinero.,3
CARLOS PUIG,NA,Moderador,"Por favor se acabaron las réplicas, se acabaron a todos, la palabra la tiene mi compañero Leonardo.",3
LEONARDO CURZIO,NA,Moderador,"Bueno que pues vamos en este segmento hablar de otro tema de compromisos planetarios, en estos asuntos fíjense, el planeta es nuestra patria y por supuesto todos recordamos que tenemos un país mega diverso, de hecho este espléndido museo en donde estamos transmitiendo nos recuerda que el mundo Maya se colapsó, la civilización maya ante una crisis ecológica y hoy tenemos el mismo riesgo déjenme empezar efectivamente recordando que el capital natural de este país es enorme, pero la diversidad no sólo implica especies, implica también cultura, de hecho aprende una frase en otomí que es  que es mi pueblo se está muriendo, efectivamente hay más de 7 millones de compatriotas que hablan una lengua, una lengua vernácula, una lengua autóctona, y empezaría preguntándole a usted candidato Rodríguez Calderón, las comunidades indígenas viven en zonas de gran valor ambiental, ¿qué plan tiene usted para garantizar que se preserve la diversidad cultural y al mismo tiempo conservemos el medio ambiente? ¿Cómo planea por ejemplo parar la deforestación?",3
JAIME RODRÍGUEZ CALDERÓN,El Bronco,Candidato,"Hay condiciones en México, falta cultura en el gobierno y cultura de la propia sociedad, tenemos que trabajar mucho en eso y para eso se tiene que evidentemente no solamente trabajar en el proteccionismo sino en el fomento a la condición de que la gente pueda disfrutar lo que tiene sin necesidad de explotarlo y destruirlo, en eso sí soy experto, soy ingeniero agrónomo, es producido miles de plantas en mi vida y creo que podemos generar una condición de equilibrio entre el turismo y el ecoturismo, tenemos que potenciar la economía de esas zonas porque esas son las mismas que están autodestruyendo, por la falta de recursos como por la falta de posibilidades de vivir en esas zonas y ahí se tiene que trabajar mucho, solamente en la apicultura, en culturizar a la gente en la protección de su ambiente.",3
LEONARDO CURZIO,NA,Moderador,"Candidatos, algunos de ustedes, y lo acaban de ratificar en este debate proponen subsidios a combustibles, la comunidad científica considera esos impuestos y esos subsidios ambientalmente regresivos, qué me plantean a esto, candidato Anaya por ejemplo.",3
RICARDO ANAYA,Anaya,Candidato,"Con mucho gusto, sí por supuesto, que a partir de 2024 que un vehículo eléctrico va a costar lo mismo o menos que un vehículo que tiene un motor de combustión interna que usa gasolina, pues por supuesto que hay que evitar los subsidios, yo propongo impulsar con todo las energías, esto es un gran ejemplo de las energías renovables, este aerogenerador está en Puerto Peñasco, la propuesta de Toño Astiazarán le asignamos recursos, gracias a este aerogenerador reciben energía eléctrica 10 mil 500 familias en el Estado de Sonora, muchas de ellas gracias a este aerogenerador, cuando llega su recibo si me ayudan a acercar la camarada este recibo, cuando llegue este recibo, les llega de cero pesos. Vamos a hacer el programa de aerogeneradores un programa nacional, queremos energías limpias, energías renovables, energías que no contaminen.",3
LEONARDO CURZIO,NA,Moderador,"Candidato López Obrador, usted también ha hablado de controlar el precio de las gasolinas, ¿cómo vamos a hacer compatible el objetivo nacional de reducir emisiones si subvencionamos gasolinas?",3
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"Se puede lograr, la gasolina en México es más cara que en Estados Unidos, es más cara que en Guatemala que no tienen petróleo, porque México desde hace 40 años no se hace una nueva refinería, se dejaron en el abandonó las seis refinerías que se tienen, estamos comprando alrededor de 600 mil barriles diarios de gasolinas a precios muy elevados, entonces vamos nosotros a rehabilitar las seis refinerías que tenemos, vamos a construir una gran refinería, nos va a alcanzar el recurso. Lo que se compra de gasolina al año equivale a 500 mil millones de pesos. Estamos hablando de lo que cuestan tres refinerías.",3
LEONARDO CURZIO,NA,Moderador,¿Pero si la abaratamos no vamos a consumir más?,3
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"Es que vamos a también a fomentar la generación de energía con recursos renovables, con el viento, con el sol y con el agua.",3
LEONARDO CURZIO,NA,Moderador,¿Ya la tiene contemplada en su propuesta?,3
ANDRÉS MANUEL LÓPEZ OBRADOR,López Obrador,Candidato,"No, no, no. Hay un asunto que tiene que ver con la corrupción. Se abandonaron también las hidroeléctricas. Entonces, queremos rehabilitar las hidroeléctricas para generar energía que es barata y es energía, vamos a decir, renovable.",3
LEONARDO CURZIO,NA,Moderador,"Candidato Meade, ¿es fiscal, ambiental y éticamente sustentable estar subsidiando gasolinas?",3
JOSÉ ANTONIO MEADE,Meade,Candidato,"No, no lo es, ni fiscal, ni ética ni…digo, no hay manera de hacerlo. Y aquí un poco vale la pena que no los engañen, no alcanza. Primero, no es cierto que el IEPS hoy sea lo que dice Ricardo. El precio del petróleo subió en el mundo, con cargo a los conflictos que hay en el medio oriente. Cuando los países se meten a administrar los precios, sufren las finanzas públicas y, al final, se genera pobreza y desempleo.",3
LEONARDO CURZIO,NA,Moderador,¿Piensa desarrollar la energía nuclear como parte de la matriz energética?,3
JOSÉ ANTONIO MEADE,Meade,Candidato,"Tenemos dos plantas nucleares y tenemos posibilidad de crecerlas. Habría que evaluar si eso es lo que más conviene. Lo más probable es que tengamos mucha más capacidad antes en solar y en eólica, que saldría mucho más barato que hacerlo nuclear; pero México va a seguir creciendo y, por lo tanto, va a tener que seguir invirtiendo en modernizar su matriz energética.",3
LEONARDO CURZIO,NA,Moderador,"Candidato Rodríguez Calderón, ¿usted optaría por la energía nuclear?",3
